Area,Item,Crop_Values,Element,Year,Continent,Flag Description
Portugal,"Hazelnuts, in shell",1836.5,Yield,1968,Europe,Official figure
Portugal,"Hazelnuts, in shell",1359.0,Production,1968,Europe,Official figure
Portugal,"Hazelnuts, in shell",760.0,Area harvested,1969,Europe,Official figure
Portugal,"Hazelnuts, in shell",1293.4,Yield,1969,Europe,Official figure
Portugal,"Hazelnuts, in shell",983.0,Production,1969,Europe,Official figure
Portugal,"Hazelnuts, in shell",770.0,Area harvested,1970,Europe,Official figure
Portugal,"Hazelnuts, in shell",867.5,Yield,1970,Europe,Official figure
Portugal,"Hazelnuts, in shell",668.0,Production,1970,Europe,Official figure
Portugal,"Hazelnuts, in shell",796.0,Area harvested,1971,Europe,Official figure
Portugal,"Hazelnuts, in shell",1415.8,Yield,1971,Europe,Official figure
Portugal,"Hazelnuts, in shell",1127.0,Production,1971,Europe,Official figure
Portugal,"Hazelnuts, in shell",800.0,Area harvested,1972,Europe,Official figure
Portugal,"Hazelnuts, in shell",1235.0,Yield,1972,Europe,Official figure
Portugal,"Hazelnuts, in shell",988.0,Production,1972,Europe,Official figure
Portugal,"Hazelnuts, in shell",820.0,Area harvested,1973,Europe,Official figure
Portugal,"Hazelnuts, in shell",1297.6,Yield,1973,Europe,Official figure
Portugal,"Hazelnuts, in shell",1064.0,Production,1973,Europe,Official figure
Portugal,"Hazelnuts, in shell",832.0,Area harvested,1974,Europe,Official figure
Portugal,"Hazelnuts, in shell",1066.1,Yield,1974,Europe,Official figure
Portugal,"Hazelnuts, in shell",887.0,Production,1974,Europe,Official figure
Portugal,"Hazelnuts, in shell",860.0,Area harvested,1975,Europe,Official figure
Portugal,"Hazelnuts, in shell",1115.1,Yield,1975,Europe,Official figure
Portugal,"Hazelnuts, in shell",959.0,Production,1975,Europe,Official figure
Portugal,"Hazelnuts, in shell",860.0,Area harvested,1976,Europe,Official figure
Portugal,"Hazelnuts, in shell",1229.1,Yield,1976,Europe,Official figure
Portugal,"Hazelnuts, in shell",1057.0,Production,1976,Europe,Official figure
Portugal,"Hazelnuts, in shell",876.0,Area harvested,1977,Europe,Official figure
Portugal,"Hazelnuts, in shell",1333.3,Yield,1977,Europe,Official figure
Portugal,"Hazelnuts, in shell",1168.0,Production,1977,Europe,Official figure
Portugal,"Hazelnuts, in shell",888.0,Area harvested,1978,Europe,Official figure
Portugal,"Hazelnuts, in shell",1333.3,Yield,1978,Europe,Official figure
Portugal,"Hazelnuts, in shell",1184.0,Production,1978,Europe,Official figure
Portugal,"Hazelnuts, in shell",916.0,Area harvested,1979,Europe,Official figure
Portugal,"Hazelnuts, in shell",1310.0,Yield,1979,Europe,Official figure
Portugal,"Hazelnuts, in shell",1200.0,Production,1979,Europe,Official figure
Portugal,"Hazelnuts, in shell",933.0,Area harvested,1980,Europe,Official figure
Portugal,"Hazelnuts, in shell",1303.3,Yield,1980,Europe,Official figure
Portugal,"Hazelnuts, in shell",1216.0,Production,1980,Europe,Official figure
Portugal,"Hazelnuts, in shell",950.0,Area harvested,1981,Europe,Official figure
Portugal,"Hazelnuts, in shell",1296.8,Yield,1981,Europe,Official figure
Portugal,"Hazelnuts, in shell",1232.0,Production,1981,Europe,Official figure
Portugal,"Hazelnuts, in shell",965.0,Area harvested,1982,Europe,Official figure
Portugal,"Hazelnuts, in shell",1332.6,Yield,1982,Europe,Official figure
Portugal,"Hazelnuts, in shell",1286.0,Production,1982,Europe,Official figure
Portugal,"Hazelnuts, in shell",1004.0,Area harvested,1983,Europe,Official figure
Portugal,"Hazelnuts, in shell",1333.7,Yield,1983,Europe,Official figure
Portugal,"Hazelnuts, in shell",1339.0,Production,1983,Europe,Official figure
Portugal,"Hazelnuts, in shell",1028.0,Area harvested,1984,Europe,Official figure
Portugal,"Hazelnuts, in shell",1333.7,Yield,1984,Europe,Official figure
Portugal,"Hazelnuts, in shell",1371.0,Production,1984,Europe,Official figure
Portugal,"Hazelnuts, in shell",1068.0,Area harvested,1985,Europe,Official figure
Portugal,"Hazelnuts, in shell",1334.3,Yield,1985,Europe,Official figure
Portugal,"Hazelnuts, in shell",1425.0,Production,1985,Europe,Official figure
Portugal,"Hazelnuts, in shell",1208.0,Area harvested,1986,Europe,Official figure
Portugal,"Hazelnuts, in shell",1333.6,Yield,1986,Europe,Official figure
Portugal,"Hazelnuts, in shell",1611.0,Production,1986,Europe,Official figure
Portugal,"Hazelnuts, in shell",1353.0,Area harvested,1987,Europe,Official figure
Portugal,"Hazelnuts, in shell",1335.6,Yield,1987,Europe,Official figure
Portugal,"Hazelnuts, in shell",1807.0,Production,1987,Europe,Official figure
Portugal,"Hazelnuts, in shell",1550.0,Area harvested,1988,Europe,Official figure
Portugal,"Hazelnuts, in shell",1161.3,Yield,1988,Europe,Official figure
Portugal,"Hazelnuts, in shell",1800.0,Production,1988,Europe,Official figure
Portugal,"Hazelnuts, in shell",1560.0,Area harvested,1989,Europe,Official figure
Portugal,"Hazelnuts, in shell",1333.3,Yield,1989,Europe,Official figure
Portugal,"Hazelnuts, in shell",2080.0,Production,1989,Europe,Official figure
Portugal,"Hazelnuts, in shell",1730.0,Area harvested,1990,Europe,Official figure
Portugal,"Hazelnuts, in shell",1098.3,Yield,1990,Europe,Official figure
Portugal,"Hazelnuts, in shell",1900.0,Production,1990,Europe,Official figure
Portugal,"Hazelnuts, in shell",1870.0,Area harvested,1991,Europe,Official figure
Portugal,"Hazelnuts, in shell",1069.5,Yield,1991,Europe,Official figure
Portugal,"Hazelnuts, in shell",2000.0,Production,1991,Europe,Official figure
Portugal,"Hazelnuts, in shell",1500.0,Area harvested,1992,Europe,Official figure
Portugal,"Hazelnuts, in shell",1200.0,Yield,1992,Europe,Official figure
Portugal,"Hazelnuts, in shell",1800.0,Production,1992,Europe,Official figure
Portugal,"Hazelnuts, in shell",1002.0,Area harvested,1993,Europe,Official figure
Portugal,"Hazelnuts, in shell",1268.5,Yield,1993,Europe,Official figure
Portugal,"Hazelnuts, in shell",1271.0,Production,1993,Europe,Official figure
Portugal,"Hazelnuts, in shell",976.0,Area harvested,1994,Europe,Official figure
Portugal,"Hazelnuts, in shell",1264.3,Yield,1994,Europe,Official figure
Portugal,"Hazelnuts, in shell",1234.0,Production,1994,Europe,Official figure
Portugal,"Hazelnuts, in shell",986.0,Area harvested,1995,Europe,Official figure
Portugal,"Hazelnuts, in shell",854.0,Yield,1995,Europe,Official figure
Portugal,"Hazelnuts, in shell",842.0,Production,1995,Europe,Official figure
Portugal,"Hazelnuts, in shell",962.0,Area harvested,1996,Europe,Official figure
Portugal,"Hazelnuts, in shell",885.7,Yield,1996,Europe,Official figure
Portugal,"Hazelnuts, in shell",852.0,Production,1996,Europe,Official figure
Portugal,"Hazelnuts, in shell",959.0,Area harvested,1997,Europe,Official figure
Portugal,"Hazelnuts, in shell",939.5,Yield,1997,Europe,Official figure
Portugal,"Hazelnuts, in shell",901.0,Production,1997,Europe,Official figure
Portugal,"Hazelnuts, in shell",961.0,Area harvested,1998,Europe,Official figure
Portugal,"Hazelnuts, in shell",678.5,Yield,1998,Europe,Official figure
Portugal,"Hazelnuts, in shell",652.0,Production,1998,Europe,Official figure
Portugal,"Hazelnuts, in shell",635.0,Area harvested,1999,Europe,Official figure
Portugal,"Hazelnuts, in shell",1105.5,Yield,1999,Europe,Official figure
Portugal,"Hazelnuts, in shell",702.0,Production,1999,Europe,Official figure
Portugal,"Hazelnuts, in shell",629.0,Area harvested,2000,Europe,Official figure
Portugal,"Hazelnuts, in shell",1014.3,Yield,2000,Europe,Official figure
Portugal,"Hazelnuts, in shell",638.0,Production,2000,Europe,Official figure
Portugal,"Hazelnuts, in shell",626.0,Area harvested,2001,Europe,Official figure
Portugal,"Hazelnuts, in shell",907.3,Yield,2001,Europe,Official figure
Portugal,"Hazelnuts, in shell",568.0,Production,2001,Europe,Official figure
Portugal,"Hazelnuts, in shell",624.0,Area harvested,2002,Europe,Official figure
Portugal,"Hazelnuts, in shell",992.0,Yield,2002,Europe,Official figure
Portugal,"Hazelnuts, in shell",619.0,Production,2002,Europe,Official figure
Portugal,"Hazelnuts, in shell",613.0,Area harvested,2003,Europe,Official figure
Portugal,"Hazelnuts, in shell",959.2,Yield,2003,Europe,Official figure
Portugal,"Hazelnuts, in shell",588.0,Production,2003,Europe,Official figure
Portugal,"Hazelnuts, in shell",549.0,Area harvested,2004,Europe,Official figure
Portugal,"Hazelnuts, in shell",859.7,Yield,2004,Europe,Official figure
Portugal,"Hazelnuts, in shell",472.0,Production,2004,Europe,Official figure
Portugal,"Hazelnuts, in shell",500.0,Area harvested,2005,Europe,Official figure
Portugal,"Hazelnuts, in shell",684.0,Yield,2005,Europe,Official figure
Portugal,"Hazelnuts, in shell",342.0,Production,2005,Europe,Official figure
Portugal,"Hazelnuts, in shell",466.0,Area harvested,2006,Europe,Official figure
Portugal,"Hazelnuts, in shell",817.6,Yield,2006,Europe,Official figure
Portugal,"Hazelnuts, in shell",381.0,Production,2006,Europe,Official figure
Portugal,"Hazelnuts, in shell",435.0,Area harvested,2007,Europe,Official figure
Portugal,"Hazelnuts, in shell",832.2,Yield,2007,Europe,Official figure
Portugal,"Hazelnuts, in shell",362.0,Production,2007,Europe,Official figure
Portugal,"Hazelnuts, in shell",414.0,Area harvested,2008,Europe,Official figure
Portugal,"Hazelnuts, in shell",833.3,Yield,2008,Europe,Official figure
Portugal,"Hazelnuts, in shell",345.0,Production,2008,Europe,Official figure
Portugal,"Hazelnuts, in shell",378.0,Area harvested,2009,Europe,Official figure
Portugal,"Hazelnuts, in shell",894.2,Yield,2009,Europe,Official figure
Portugal,"Hazelnuts, in shell",338.0,Production,2009,Europe,Official figure
Portugal,"Hazelnuts, in shell",378.0,Area harvested,2010,Europe,Official figure
Portugal,"Hazelnuts, in shell",904.8,Yield,2010,Europe,Official figure
Portugal,"Hazelnuts, in shell",342.0,Production,2010,Europe,Official figure
Portugal,"Hazelnuts, in shell",378.0,Area harvested,2011,Europe,Official figure
Portugal,"Hazelnuts, in shell",907.4,Yield,2011,Europe,Official figure
Portugal,"Hazelnuts, in shell",343.0,Production,2011,Europe,Official figure
Portugal,"Hazelnuts, in shell",387.0,Area harvested,2012,Europe,Official figure
Portugal,"Hazelnuts, in shell",772.6,Yield,2012,Europe,Official figure
Portugal,"Hazelnuts, in shell",299.0,Production,2012,Europe,Official figure
Portugal,"Hazelnuts, in shell",391.0,Area harvested,2013,Europe,Official figure
Portugal,"Hazelnuts, in shell",861.9,Yield,2013,Europe,Official figure
Portugal,"Hazelnuts, in shell",337.0,Production,2013,Europe,Official figure
Portugal,"Hazelnuts, in shell",392.0,Area harvested,2014,Europe,Official figure
Portugal,"Hazelnuts, in shell",898.0,Yield,2014,Europe,Official figure
Portugal,"Hazelnuts, in shell",352.0,Production,2014,Europe,Official figure
Portugal,"Hazelnuts, in shell",393.0,Area harvested,2015,Europe,Official figure
Portugal,"Hazelnuts, in shell",916.0,Yield,2015,Europe,Official figure
Portugal,"Hazelnuts, in shell",360.0,Production,2015,Europe,Official figure
Portugal,"Hazelnuts, in shell",386.0,Area harvested,2016,Europe,Official figure
Portugal,"Hazelnuts, in shell",831.6,Yield,2016,Europe,Official figure
Portugal,"Hazelnuts, in shell",321.0,Production,2016,Europe,Official figure
Portugal,"Hazelnuts, in shell",357.0,Area harvested,2017,Europe,Official figure
Portugal,"Hazelnuts, in shell",859.9,Yield,2017,Europe,Official figure
Portugal,"Hazelnuts, in shell",307.0,Production,2017,Europe,Official figure
Portugal,"Hazelnuts, in shell",350.0,Area harvested,2018,Europe,Official figure
Portugal,"Hazelnuts, in shell",685.7,Yield,2018,Europe,Official figure
Portugal,"Hazelnuts, in shell",240.0,Production,2018,Europe,Official figure
Portugal,"Hazelnuts, in shell",320.0,Area harvested,2019,Europe,Official figure
Portugal,"Hazelnuts, in shell",687.5,Yield,2019,Europe,Official figure
Portugal,"Hazelnuts, in shell",220.0,Production,2019,Europe,Official figure
Portugal,"Hazelnuts, in shell",320.0,Area harvested,2020,Europe,Official figure
Portugal,"Hazelnuts, in shell",656.3,Yield,2020,Europe,Official figure
Portugal,"Hazelnuts, in shell",210.0,Production,2020,Europe,Official figure
Portugal,"Hazelnuts, in shell",410.0,Area harvested,2021,Europe,Official figure
Portugal,"Hazelnuts, in shell",585.4,Yield,2021,Europe,Official figure
Portugal,"Hazelnuts, in shell",240.0,Production,2021,Europe,Official figure
Portugal,"Hazelnuts, in shell",550.0,Area harvested,2022,Europe,Official figure
Portugal,"Hazelnuts, in shell",418.2,Yield,2022,Europe,Official figure
Portugal,"Hazelnuts, in shell",230.0,Production,2022,Europe,Official figure
Portugal,"Hazelnuts, in shell",700.0,Area harvested,2023,Europe,Official figure
Portugal,"Hazelnuts, in shell",357.1,Yield,2023,Europe,Official figure
Portugal,"Hazelnuts, in shell",250.0,Production,2023,Europe,Official figure
Portugal,"Walnuts, in shell",2600.0,Area harvested,1961,Europe,Estimated value
Portugal,"Walnuts, in shell",2692.3,Yield,1961,Europe,Estimated value
Portugal,"Walnuts, in shell",7000.0,Production,1961,Europe,Estimated value
Portugal,"Walnuts, in shell",2600.0,Area harvested,1962,Europe,Estimated value
Portugal,"Walnuts, in shell",2500.0,Yield,1962,Europe,Estimated value
Portugal,"Walnuts, in shell",6500.0,Production,1962,Europe,Estimated value
Portugal,"Walnuts, in shell",2800.0,Area harvested,1963,Europe,Estimated value
Portugal,"Walnuts, in shell",2321.4,Yield,1963,Europe,Estimated value
Portugal,"Walnuts, in shell",6500.0,Production,1963,Europe,Estimated value
Portugal,"Walnuts, in shell",2800.0,Area harvested,1964,Europe,Estimated value
Portugal,"Walnuts, in shell",2321.4,Yield,1964,Europe,Estimated value
Portugal,"Walnuts, in shell",6500.0,Production,1964,Europe,Estimated value
Portugal,"Walnuts, in shell",2800.0,Area harvested,1965,Europe,Estimated value
Portugal,"Walnuts, in shell",2321.4,Yield,1965,Europe,Estimated value
Portugal,"Walnuts, in shell",6500.0,Production,1965,Europe,Estimated value
Portugal,"Walnuts, in shell",3000.0,Area harvested,1966,Europe,Estimated value
Portugal,"Walnuts, in shell",2166.7,Yield,1966,Europe,Estimated value
Portugal,"Walnuts, in shell",6500.0,Production,1966,Europe,Estimated value
Portugal,"Walnuts, in shell",3000.0,Area harvested,1967,Europe,Estimated value
Portugal,"Walnuts, in shell",2166.7,Yield,1967,Europe,Estimated value
Portugal,"Walnuts, in shell",6500.0,Production,1967,Europe,Estimated value
Portugal,"Walnuts, in shell",3400.0,Area harvested,1968,Europe,Official figure
Portugal,"Walnuts, in shell",1941.2,Yield,1968,Europe,Official figure
Portugal,"Walnuts, in shell",6600.0,Production,1968,Europe,Official figure
Portugal,"Walnuts, in shell",3430.0,Area harvested,1969,Europe,Official figure
Portugal,"Walnuts, in shell",2087.5,Yield,1969,Europe,Official figure
Portugal,"Walnuts, in shell",7160.0,Production,1969,Europe,Official figure
Portugal,"Walnuts, in shell",3470.0,Area harvested,1970,Europe,Official figure
Portugal,"Walnuts, in shell",1279.5,Yield,1970,Europe,Official figure
Portugal,"Walnuts, in shell",4440.0,Production,1970,Europe,Official figure
Portugal,"Walnuts, in shell",3590.0,Area harvested,1971,Europe,Official figure
Portugal,"Walnuts, in shell",1958.2,Yield,1971,Europe,Official figure
Portugal,"Walnuts, in shell",7030.0,Production,1971,Europe,Official figure
Portugal,"Walnuts, in shell",3690.0,Area harvested,1972,Europe,Official figure
Portugal,"Walnuts, in shell",1650.4,Yield,1972,Europe,Official figure
Portugal,"Walnuts, in shell",6090.0,Production,1972,Europe,Official figure
Portugal,"Walnuts, in shell",3910.0,Area harvested,1973,Europe,Official figure
Portugal,"Walnuts, in shell",1869.6,Yield,1973,Europe,Official figure
Portugal,"Walnuts, in shell",7310.0,Production,1973,Europe,Official figure
Portugal,"Walnuts, in shell",4145.0,Area harvested,1974,Europe,Official figure
Portugal,"Walnuts, in shell",1440.3,Yield,1974,Europe,Official figure
Portugal,"Walnuts, in shell",5970.0,Production,1974,Europe,Official figure
Portugal,"Walnuts, in shell",4363.0,Area harvested,1975,Europe,Official figure
Portugal,"Walnuts, in shell",1080.0,Yield,1975,Europe,Official figure
Portugal,"Walnuts, in shell",4712.0,Production,1975,Europe,Official figure
Portugal,"Walnuts, in shell",4272.0,Area harvested,1976,Europe,Official figure
Portugal,"Walnuts, in shell",1440.1,Yield,1976,Europe,Official figure
Portugal,"Walnuts, in shell",6152.0,Production,1976,Europe,Official figure
Portugal,"Walnuts, in shell",4390.0,Area harvested,1977,Europe,Official figure
Portugal,"Walnuts, in shell",1800.0,Yield,1977,Europe,Official figure
Portugal,"Walnuts, in shell",7902.0,Production,1977,Europe,Official figure
Portugal,"Walnuts, in shell",4493.0,Area harvested,1978,Europe,Official figure
Portugal,"Walnuts, in shell",1800.1,Yield,1978,Europe,Official figure
Portugal,"Walnuts, in shell",8088.0,Production,1978,Europe,Official figure
Portugal,"Walnuts, in shell",4596.0,Area harvested,1979,Europe,Official figure
Portugal,"Walnuts, in shell",1440.4,Yield,1979,Europe,Official figure
Portugal,"Walnuts, in shell",6620.0,Production,1979,Europe,Official figure
Portugal,"Walnuts, in shell",4730.0,Area harvested,1980,Europe,Official figure
Portugal,"Walnuts, in shell",1440.2,Yield,1980,Europe,Official figure
Portugal,"Walnuts, in shell",6812.0,Production,1980,Europe,Official figure
Portugal,"Walnuts, in shell",4848.0,Area harvested,1981,Europe,Official figure
Portugal,"Walnuts, in shell",1259.9,Yield,1981,Europe,Official figure
Portugal,"Walnuts, in shell",6108.0,Production,1981,Europe,Official figure
Portugal,"Walnuts, in shell",3173.0,Area harvested,1982,Europe,Official figure
Portugal,"Walnuts, in shell",1799.9,Yield,1982,Europe,Official figure
Portugal,"Walnuts, in shell",5711.0,Production,1982,Europe,Official figure
Portugal,"Walnuts, in shell",2252.0,Area harvested,1983,Europe,Official figure
Portugal,"Walnuts, in shell",2699.8,Yield,1983,Europe,Official figure
Portugal,"Walnuts, in shell",6080.0,Production,1983,Europe,Official figure
Portugal,"Walnuts, in shell",2281.0,Area harvested,1984,Europe,Official figure
Portugal,"Walnuts, in shell",2448.9,Yield,1984,Europe,Official figure
Portugal,"Walnuts, in shell",5586.0,Production,1984,Europe,Official figure
Portugal,"Walnuts, in shell",2382.0,Area harvested,1985,Europe,Official figure
Portugal,"Walnuts, in shell",2908.1,Yield,1985,Europe,Official figure
Portugal,"Walnuts, in shell",6927.0,Production,1985,Europe,Official figure
Portugal,"Walnuts, in shell",1400.0,Area harvested,1986,Europe,Official figure
Portugal,"Walnuts, in shell",2000.0,Yield,1986,Europe,Official figure
Portugal,"Walnuts, in shell",2800.0,Production,1986,Europe,Official figure
Portugal,"Walnuts, in shell",1500.0,Area harvested,1987,Europe,Official figure
Portugal,"Walnuts, in shell",2500.0,Yield,1987,Europe,Official figure
Portugal,"Walnuts, in shell",3750.0,Production,1987,Europe,Official figure
Portugal,"Walnuts, in shell",1700.0,Area harvested,1988,Europe,Official figure
Portugal,"Walnuts, in shell",2500.0,Yield,1988,Europe,Official figure
Portugal,"Walnuts, in shell",4250.0,Production,1988,Europe,Official figure
Portugal,"Walnuts, in shell",1850.0,Area harvested,1989,Europe,Official figure
Portugal,"Walnuts, in shell",2800.0,Yield,1989,Europe,Official figure
Portugal,"Walnuts, in shell",5180.0,Production,1989,Europe,Official figure
Portugal,"Walnuts, in shell",1950.0,Area harvested,1990,Europe,Official figure
Portugal,"Walnuts, in shell",3000.0,Yield,1990,Europe,Official figure
Portugal,"Walnuts, in shell",5850.0,Production,1990,Europe,Official figure
Portugal,"Walnuts, in shell",2000.0,Area harvested,1991,Europe,Official figure
Portugal,"Walnuts, in shell",2900.0,Yield,1991,Europe,Official figure
Portugal,"Walnuts, in shell",5800.0,Production,1991,Europe,Official figure
Portugal,"Walnuts, in shell",2100.0,Area harvested,1992,Europe,Official figure
Portugal,"Walnuts, in shell",2000.0,Yield,1992,Europe,Official figure
Portugal,"Walnuts, in shell",4200.0,Production,1992,Europe,Official figure
Portugal,"Walnuts, in shell",2040.0,Area harvested,1993,Europe,Official figure
Portugal,"Walnuts, in shell",1727.0,Yield,1993,Europe,Official figure
Portugal,"Walnuts, in shell",3523.0,Production,1993,Europe,Official figure
Portugal,"Walnuts, in shell",2081.0,Area harvested,1994,Europe,Official figure
Portugal,"Walnuts, in shell",1406.5,Yield,1994,Europe,Official figure
Portugal,"Walnuts, in shell",2927.0,Production,1994,Europe,Official figure
Portugal,"Walnuts, in shell",2086.0,Area harvested,1995,Europe,Official figure
Portugal,"Walnuts, in shell",1373.0,Yield,1995,Europe,Official figure
Portugal,"Walnuts, in shell",2864.0,Production,1995,Europe,Official figure
Portugal,"Walnuts, in shell",2118.0,Area harvested,1996,Europe,Official figure
Portugal,"Walnuts, in shell",1590.7,Yield,1996,Europe,Official figure
Portugal,"Walnuts, in shell",3369.0,Production,1996,Europe,Official figure
Portugal,"Walnuts, in shell",2134.0,Area harvested,1997,Europe,Official figure
Portugal,"Walnuts, in shell",1640.6,Yield,1997,Europe,Official figure
Portugal,"Walnuts, in shell",3501.0,Production,1997,Europe,Official figure
Portugal,"Walnuts, in shell",2143.0,Area harvested,1998,Europe,Official figure
Portugal,"Walnuts, in shell",1456.4,Yield,1998,Europe,Official figure
Portugal,"Walnuts, in shell",3121.0,Production,1998,Europe,Official figure
Portugal,"Walnuts, in shell",3079.0,Area harvested,1999,Europe,Official figure
Portugal,"Walnuts, in shell",1501.1,Yield,1999,Europe,Official figure
Portugal,"Walnuts, in shell",4622.0,Production,1999,Europe,Official figure
Portugal,"Walnuts, in shell",3009.0,Area harvested,2000,Europe,Official figure
Portugal,"Walnuts, in shell",1237.6,Yield,2000,Europe,Official figure
Portugal,"Walnuts, in shell",3724.0,Production,2000,Europe,Official figure
Portugal,"Walnuts, in shell",2956.0,Area harvested,2001,Europe,Official figure
Portugal,"Walnuts, in shell",1384.6,Yield,2001,Europe,Official figure
Portugal,"Walnuts, in shell",4093.0,Production,2001,Europe,Official figure
Portugal,"Walnuts, in shell",2931.0,Area harvested,2002,Europe,Official figure
Portugal,"Walnuts, in shell",1437.1,Yield,2002,Europe,Official figure
Portugal,"Walnuts, in shell",4212.0,Production,2002,Europe,Official figure
Portugal,"Walnuts, in shell",2876.0,Area harvested,2003,Europe,Official figure
Portugal,"Walnuts, in shell",1424.2,Yield,2003,Europe,Official figure
Portugal,"Walnuts, in shell",4096.0,Production,2003,Europe,Official figure
Portugal,"Walnuts, in shell",2844.0,Area harvested,2004,Europe,Official figure
Portugal,"Walnuts, in shell",1424.4,Yield,2004,Europe,Official figure
Portugal,"Walnuts, in shell",4051.0,Production,2004,Europe,Official figure
Portugal,"Walnuts, in shell",2808.0,Area harvested,2005,Europe,Official figure
Portugal,"Walnuts, in shell",1290.2,Yield,2005,Europe,Official figure
Portugal,"Walnuts, in shell",3623.0,Production,2005,Europe,Official figure
Portugal,"Walnuts, in shell",2773.0,Area harvested,2006,Europe,Official figure
Portugal,"Walnuts, in shell",1399.6,Yield,2006,Europe,Official figure
Portugal,"Walnuts, in shell",3881.0,Production,2006,Europe,Official figure
Portugal,"Walnuts, in shell",2738.0,Area harvested,2007,Europe,Official figure
Portugal,"Walnuts, in shell",1314.1,Yield,2007,Europe,Official figure
Portugal,"Walnuts, in shell",3598.0,Production,2007,Europe,Official figure
Portugal,"Walnuts, in shell",2717.0,Area harvested,2008,Europe,Official figure
Portugal,"Walnuts, in shell",1246.2,Yield,2008,Europe,Official figure
Portugal,"Walnuts, in shell",3386.0,Production,2008,Europe,Official figure
Portugal,"Walnuts, in shell",2693.0,Area harvested,2009,Europe,Official figure
Portugal,"Walnuts, in shell",1398.1,Yield,2009,Europe,Official figure
Portugal,"Walnuts, in shell",3765.0,Production,2009,Europe,Official figure
Portugal,"Walnuts, in shell",2698.0,Area harvested,2010,Europe,Official figure
Portugal,"Walnuts, in shell",1241.7,Yield,2010,Europe,Official figure
Portugal,"Walnuts, in shell",3350.0,Production,2010,Europe,Official figure
Portugal,"Walnuts, in shell",2697.0,Area harvested,2011,Europe,Official figure
Portugal,"Walnuts, in shell",1383.4,Yield,2011,Europe,Official figure
Portugal,"Walnuts, in shell",3731.0,Production,2011,Europe,Official figure
Portugal,"Walnuts, in shell",2847.0,Area harvested,2012,Europe,Official figure
Portugal,"Walnuts, in shell",1480.9,Yield,2012,Europe,Official figure
Portugal,"Walnuts, in shell",4216.0,Production,2012,Europe,Official figure
Portugal,"Walnuts, in shell",2922.0,Area harvested,2013,Europe,Official figure
Portugal,"Walnuts, in shell",1577.3,Yield,2013,Europe,Official figure
Portugal,"Walnuts, in shell",4609.0,Production,2013,Europe,Official figure
Portugal,"Walnuts, in shell",2946.0,Area harvested,2014,Europe,Official figure
Portugal,"Walnuts, in shell",1402.9,Yield,2014,Europe,Official figure
Portugal,"Walnuts, in shell",4133.0,Production,2014,Europe,Official figure
Portugal,"Walnuts, in shell",3287.0,Area harvested,2015,Europe,Official figure
Portugal,"Walnuts, in shell",1235.8,Yield,2015,Europe,Official figure
Portugal,"Walnuts, in shell",4062.0,Production,2015,Europe,Official figure
Portugal,"Walnuts, in shell",3315.0,Area harvested,2016,Europe,Official figure
Portugal,"Walnuts, in shell",1301.7,Yield,2016,Europe,Official figure
Portugal,"Walnuts, in shell",4315.0,Production,2016,Europe,Official figure
Portugal,"Walnuts, in shell",3537.0,Area harvested,2017,Europe,Official figure
Portugal,"Walnuts, in shell",1296.3,Yield,2017,Europe,Official figure
Portugal,"Walnuts, in shell",4585.0,Production,2017,Europe,Official figure
Portugal,"Walnuts, in shell",3850.0,Area harvested,2018,Europe,Official figure
Portugal,"Walnuts, in shell",1233.8,Yield,2018,Europe,Official figure
Portugal,"Walnuts, in shell",4750.0,Production,2018,Europe,Official figure
Portugal,"Walnuts, in shell",5370.0,Area harvested,2019,Europe,Official figure
Portugal,"Walnuts, in shell",1147.1,Yield,2019,Europe,Official figure
Portugal,"Walnuts, in shell",6160.0,Production,2019,Europe,Official figure
Portugal,"Walnuts, in shell",5400.0,Area harvested,2020,Europe,Official figure
Portugal,"Walnuts, in shell",946.3,Yield,2020,Europe,Official figure
Portugal,"Walnuts, in shell",5110.0,Production,2020,Europe,Official figure
Portugal,"Walnuts, in shell",5610.0,Area harvested,2021,Europe,Official figure
Portugal,"Walnuts, in shell",1344.0,Yield,2021,Europe,Official figure
Portugal,"Walnuts, in shell",7540.0,Production,2021,Europe,Official figure
Portugal,"Walnuts, in shell",5490.0,Area harvested,2022,Europe,Official figure
Portugal,"Walnuts, in shell",1298.7,Yield,2022,Europe,Official figure
Portugal,"Walnuts, in shell",7130.0,Production,2022,Europe,Official figure
Portugal,"Walnuts, in shell",5600.0,Area harvested,2023,Europe,Official figure
Portugal,"Walnuts, in shell",1642.9,Yield,2023,Europe,Official figure
Portugal,"Walnuts, in shell",9200.0,Production,2023,Europe,Official figure
Republic of Moldova,"Almonds, in shell",300.0,Area harvested,1992,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",2166.7,Yield,1992,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",650.0,Production,1992,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",300.0,Area harvested,1993,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",2166.7,Yield,1993,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",650.0,Production,1993,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",300.0,Area harvested,1994,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",2166.7,Yield,1994,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",650.0,Production,1994,Europe,Estimated value
Republic of Moldova,"Almonds, in shell",300.0,Area harvested,1995,Europe,Estimated value
